,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
510,Montclare,41.9253091,-87.8008931,Forevermore Dance & Theatre Arts,41.938184,-87.813903,Dance Studio
511,Montclare,41.9253091,-87.8008931,Turning Point,41.926907,-87.818781,Dance Studio
512,Montclare,41.9253091,-87.8008931,Bella Angel Music,41.938187,-87.807381,Music Venue
513,Montclare,41.9253091,-87.8008931,Dance Fever Academy,41.938402,-87.794712,Dance Studio
514,Montclare,41.9253091,-87.8008931,Le'gere Dance Center,41.908963166666666,-87.8097988,Dance Studio
515,Montclare,41.9253091,-87.8008931,Afterhours Music,41.90905241,-87.8112002,Music Venue
516,Belmont Cragin,41.931698299999994,-87.7686699,AMC Showplace Galewood 14,41.915594504399934,-87.76438837463112,Multiplex
517,Belmont Cragin,41.931698299999994,-87.7686699,Stahl Family Theatre,41.9389766803362,-87.77449551416112,Theater
518,Belmont Cragin,41.931698299999994,-87.7686699,Aguijon Theater,41.929871,-87.75605300000001,Theater
519,Belmont Cragin,41.931698299999994,-87.7686699,La Voz Hispana,41.926475,-87.756506,Music Venue
520,Belmont Cragin,41.931698299999994,-87.7686699,Treehouse Records,41.9280891418457,-87.74689483642578,Music Venue
521,Hermosa,41.928643,-87.73450190000001,Sleeping Village,41.93932349232814,-87.72127663238905,Concert Hall
522,Hermosa,41.928643,-87.73450190000001,Segundo Ruiz Belvis Cultural Center,41.917439309076855,-87.72836437051546,Performing Arts Venue
523,Hermosa,41.928643,-87.73450190000001,Vaudezilla Studios,41.93925184894001,-87.71810282925686,Dance Studio
524,Hermosa,41.928643,-87.73450190000001,Elastic Arts,41.932561799393554,-87.71347555111103,Art Gallery
525,Hermosa,41.928643,-87.73450190000001,Hostel Earphoria,41.932157000000004,-87.714805,Music Venue
526,Hermosa,41.928643,-87.73450190000001,Hairpin Arts Center,41.93219941163537,-87.71264234957391,Art Gallery
527,Hermosa,41.928643,-87.73450190000001,Alderaan DIY Chi Math The Band,41.926703,-87.733867,Music Venue
528,Hermosa,41.928643,-87.73450190000001,Workshop 4200,41.931864,-87.732803,Art Gallery
529,Hermosa,41.928643,-87.73450190000001,Porchlight Music Theatre Office,41.931879339017854,-87.73249272925938,Theater
530,Hermosa,41.928643,-87.73450190000001,Chicago Singing Telegrams,41.9358428,-87.7384539,Circus
531,Hermosa,41.928643,-87.73450190000001,Treehouse Records,41.9280891418457,-87.74689483642578,Music Venue
532,Hermosa,41.928643,-87.73450190000001,Bosen Academy,41.93911918090025,-87.73394921930831,Dance Studio
533,Hermosa,41.928643,-87.73450190000001,Sway Dance Chicago,41.938944714981794,-87.7300194133319,Dance Studio
534,Hermosa,41.928643,-87.73450190000001,Studio Mangiameli,41.939006,-87.730178,Dance Studio
535,Hermosa,41.928643,-87.73450190000001,Klairmont Private Collections,41.937878188555736,-87.7428240894926,Museum
536,Hermosa,41.928643,-87.73450190000001,En Las Tablas Performing Arts,41.916940000000004,-87.729555,Dance Studio
537,Hermosa,41.928643,-87.73450190000001,Butoh Chicago,41.91965869825451,-87.72150635719298,Dance Studio
538,Hermosa,41.928643,-87.73450190000001,3433,41.943571999999996,-87.730751,Public Art
539,Hermosa,41.928643,-87.73450190000001,Voice of the City,41.931888,-87.713592,Dance Studio
540,Hermosa,41.928643,-87.73450190000001,Beauty and Brawn Gallery,41.924346,-87.713914,Art Gallery
541,Hermosa,41.928643,-87.73450190000001,The Chicago Ballet Center,41.931665,-87.713426,Dance Studio
542,Hermosa,41.928643,-87.73450190000001,Aguijon Theater,41.929871,-87.75605300000001,Theater
543,Hermosa,41.928643,-87.73450190000001,La Voz Hispana,41.926475,-87.756506,Music Venue
544,Hermosa,41.928643,-87.73450190000001,The Charnel House,41.92463811835878,-87.71284777176524,Theater
545,Hermosa,41.928643,-87.73450190000001,Aloft Circus Arts,41.92839364643753,-87.71202831602669,Circus
546,Avondale,41.9389208,-87.711168,Sleeping Village,41.93932349232814,-87.72127663238905,Concert Hall
547,Avondale,41.9389208,-87.711168,Logan Theatre,41.92984398075828,-87.7087861174388,Indie Movie Theater
548,Avondale,41.9389208,-87.711168,Arabesque Dance & Fitness,41.939581,-87.70583,Dance Studio
549,Avondale,41.9389208,-87.711168,Comfort Station,41.928551347749504,-87.70633056619387,Art Gallery
550,Avondale,41.9389208,-87.711168,Vaudezilla Studios,41.93925184894001,-87.71810282925686,Dance Studio
551,Avondale,41.9389208,-87.711168,Galerie F,41.925193,-87.70079,Art Gallery
552,Avondale,41.9389208,-87.711168,Elastic Arts,41.932561799393554,-87.71347555111103,Art Gallery
553,Avondale,41.9389208,-87.711168,Prop Theater,41.9449498597769,-87.70645391784869,Theater
554,Avondale,41.9389208,-87.711168,Constellation,41.938159286740465,-87.68775200569543,Jazz Club
555,Avondale,41.9389208,-87.711168,Hairpin Arts Center,41.93219941163537,-87.71264234957391,Art Gallery
556,Avondale,41.9389208,-87.711168,Hostel Earphoria,41.932157000000004,-87.714805,Music Venue
557,Avondale,41.9389208,-87.711168,IPaintMyMind Gallery @ Green Exchange,41.93174963220304,-87.69222864508336,Art Gallery
558,Avondale,41.9389208,-87.711168,Windy City Playhouse,41.953942424485476,-87.70382674679938,Theater
559,Avondale,41.9389208,-87.711168,The Factory Theater,41.94487351362837,-87.7063817999824,Theater
560,Avondale,41.9389208,-87.711168,Links Hall,41.93809890942976,-87.68780963898611,Performing Arts Venue
561,Avondale,41.9389208,-87.711168,Visceral Dance Center,41.93259969664523,-87.68867083762837,Dance Studio
562,Avondale,41.9389208,-87.711168,Skaro,41.93485,-87.7115,Performing Arts Venue
563,Avondale,41.9389208,-87.711168,Sway Dance Chicago,41.939021792140736,-87.70430778966217,Dance Studio
564,Avondale,41.9389208,-87.711168,Auxiliary Art Center,41.939616,-87.703353,Music Venue
565,Avondale,41.9389208,-87.711168,Picture Day,41.932629408349705,-87.70745934100916,Art Gallery
566,Avondale,41.9389208,-87.711168,Voice of the City,41.931888,-87.713592,Dance Studio
567,Avondale,41.9389208,-87.711168,The Chicago Ballet Center,41.931665,-87.713426,Dance Studio
568,Avondale,41.9389208,-87.711168,Flamenco Chicago,41.939534,-87.701025,Dance Studio
569,Avondale,41.9389208,-87.711168,Logan Square Auditorium,41.92773973028796,-87.7068215554484,Concert Hall
570,Avondale,41.9389208,-87.711168,Music Factory,41.93885766881174,-87.69361811356825,Music Venue
571,Avondale,41.9389208,-87.711168,Aloft Circus Arts,41.92839364643753,-87.71202831602669,Circus
572,Avondale,41.9389208,-87.711168,Logan Square International Film Series,41.928527347857816,-87.70622849464417,Indie Movie Theater
573,Avondale,41.9389208,-87.711168,Peterson Picture Co,41.93963,-87.696225,Art Gallery
574,Avondale,41.9389208,-87.711168,The Historic Logan Square Comfort Station,41.92838490417487,-87.70614280911741,Theater
575,Avondale,41.9389208,-87.711168,Theatre Y,41.92997577299657,-87.69963532195655,Theater
576,Avondale,41.9389208,-87.711168,Richard J. Animal's,41.927255,-87.70304,Go Kart Track
577,Avondale,41.9389208,-87.711168,Sway Dance Chicago,41.938944714981794,-87.7300194133319,Dance Studio
578,Avondale,41.9389208,-87.711168,Studio Mangiameli,41.939006,-87.730178,Dance Studio
579,Avondale,41.9389208,-87.711168,Talley & Talley,41.937188,-87.69205699999999,Museum
580,Avondale,41.9389208,-87.711168,The Charnel House,41.92463811835878,-87.71284777176524,Theater
581,Avondale,41.9389208,-87.711168,Extensions Dance Center,41.952704,-87.717289,Dance Studio
582,Avondale,41.9389208,-87.711168,Chicago Sound,41.952691,-87.717654,Music Venue
583,Avondale,41.9389208,-87.711168,Beauty and Brawn Gallery,41.924346,-87.713914,Art Gallery
584,Avondale,41.9389208,-87.711168,3433,41.943571999999996,-87.730751,Public Art
585,Avondale,41.9389208,-87.711168,Mariano's Fresh Market,41.94246918009929,-87.68954717745639,Piano Bar
586,Avondale,41.9389208,-87.711168,Edenhurst Studio,41.93741,-87.6889015,Art Gallery
587,Avondale,41.9389208,-87.711168,Spencer Rogers Fine Art,41.93709874349362,-87.68878348280333,Art Gallery
588,Avondale,41.9389208,-87.711168,Circus In The Parks - Independence Park,41.952820014156664,-87.7238130569458,Performing Arts Venue
589,Avondale,41.9389208,-87.711168,Bosen Academy,41.93911918090025,-87.73394921930831,Dance Studio
590,Avondale,41.9389208,-87.711168,Porchlight Music Theatre Office,41.931879339017854,-87.73249272925938,Theater
591,Avondale,41.9389208,-87.711168,Mixed Motion Arts,41.924164000000005,-87.69888399999999,Dance Studio
592,Avondale,41.9389208,-87.711168,Workshop 4200,41.931864,-87.732803,Art Gallery
593,Logan Square,41.925221,-87.70130959999999,Galerie F,41.925193,-87.70079,Art Gallery
594,Logan Square,41.925221,-87.70130959999999,Logan Theatre,41.92984398075828,-87.7087861174388,Indie Movie Theater
595,Logan Square,41.925221,-87.70130959999999,Greetings from Chicago Mural,41.92128723756178,-87.69492030143738,Street Art
596,Logan Square,41.925221,-87.70130959999999,Comfort Station,41.928551347749504,-87.70633056619387,Art Gallery
597,Logan Square,41.925221,-87.70130959999999,Rosa's Lounge,41.917439951460686,-87.71278849368456,Rock Club
598,Logan Square,41.925221,-87.70130959999999,Sideshow Gallery,41.922306184185075,-87.68740215006892,Art Gallery
599,Logan Square,41.925221,-87.70130959999999,Gorilla Tango Theatre,41.91638603285118,-87.68671046023681,Comedy Club
600,Logan Square,41.925221,-87.70130959999999,Constellation,41.938159286740465,-87.68775200569543,Jazz Club
601,Logan Square,41.925221,-87.70130959999999,IPaintMyMind Gallery @ Green Exchange,41.93174963220304,-87.69222864508336,Art Gallery
602,Logan Square,41.925221,-87.70130959999999,Arabesque Dance & Fitness,41.939581,-87.70583,Dance Studio
603,Logan Square,41.925221,-87.70130959999999,Elastic Arts,41.932561799393554,-87.71347555111103,Art Gallery
604,Logan Square,41.925221,-87.70130959999999,Concord Music Hall,41.91855829824941,-87.6900371063749,Music Venue
605,Logan Square,41.925221,-87.70130959999999,Visceral Dance Center,41.93259969664523,-87.68867083762837,Dance Studio
606,Logan Square,41.925221,-87.70130959999999,Regal City North IMAX & RPX,41.930187391581576,-87.6880117760342,Movie Theater
607,Logan Square,41.925221,-87.70130959999999,Hairpin Arts Center,41.93219941163537,-87.71264234957391,Art Gallery
608,Logan Square,41.925221,-87.70130959999999,Links Hall,41.93809890942976,-87.68780963898611,Performing Arts Venue
609,Logan Square,41.925221,-87.70130959999999,Hostel Earphoria,41.932157000000004,-87.714805,Music Venue
610,Logan Square,41.925221,-87.70130959999999,Dance Spa,41.915638184442656,-87.68568948549071,Dance Studio
611,Logan Square,41.925221,-87.70130959999999,Logan Square Auditorium,41.92773973028796,-87.7068215554484,Concert Hall
612,Logan Square,41.925221,-87.70130959999999,Mixed Motion Arts,41.924164000000005,-87.69888399999999,Dance Studio
613,Logan Square,41.925221,-87.70130959999999,Richard J. Animal's,41.927255,-87.70304,Go Kart Track
614,Logan Square,41.925221,-87.70130959999999,1st Ward at Chop Shop,41.9215421,-87.7024817,Music Venue
615,Logan Square,41.925221,-87.70130959999999,The Historic Logan Square Comfort Station,41.92838490417487,-87.70614280911741,Theater
616,Logan Square,41.925221,-87.70130959999999,Theatre Y,41.92997577299657,-87.69963532195655,Theater
617,Logan Square,41.925221,-87.70130959999999,Logan Square International Film Series,41.928527347857816,-87.70622849464417,Indie Movie Theater
618,Logan Square,41.925221,-87.70130959999999,VOLTA Performing Arts,41.9200582,-87.6930496,Dance Studio
619,Logan Square,41.925221,-87.70130959999999,Aloft Circus Arts,41.92839364643753,-87.71202831602669,Circus
620,Logan Square,41.925221,-87.70130959999999,The Charnel House,41.92463811835878,-87.71284777176524,Theater
621,Logan Square,41.925221,-87.70130959999999,Picture Day,41.932629408349705,-87.70745934100916,Art Gallery
622,Logan Square,41.925221,-87.70130959999999,Beauty and Brawn Gallery,41.924346,-87.713914,Art Gallery
623,Logan Square,41.925221,-87.70130959999999,The Chicago Ballet Center,41.931665,-87.713426,Dance Studio
624,Logan Square,41.925221,-87.70130959999999,Voice of the City,41.931888,-87.713592,Dance Studio
625,Logan Square,41.925221,-87.70130959999999,Music Factory,41.93885766881174,-87.69361811356825,Music Venue
626,Logan Square,41.925221,-87.70130959999999,Skaro,41.93485,-87.7115,Performing Arts Venue
627,Logan Square,41.925221,-87.70130959999999,Circus In The Parks,41.92102388658595,-87.68521068047646,Arts & Entertainment
628,Logan Square,41.925221,-87.70130959999999,Talley & Talley,41.937188,-87.69205699999999,Museum
629,Logan Square,41.925221,-87.70130959999999,Sway Dance Chicago,41.939021792140736,-87.70430778966217,Dance Studio
630,Logan Square,41.925221,-87.70130959999999,HQ Exploratory,41.916153,-87.68684,Music Venue
631,Logan Square,41.925221,-87.70130959999999,Big City Swing,41.915432,-87.687706,Dance Studio
632,Logan Square,41.925221,-87.70130959999999,Flamenco Chicago,41.939534,-87.701025,Dance Studio
633,Logan Square,41.925221,-87.70130959999999,Auxiliary Art Center,41.939616,-87.703353,Music Venue
634,Logan Square,41.925221,-87.70130959999999,ARCC Ballet,41.919825,-87.682886,Dance Studio
635,Logan Square,41.925221,-87.70130959999999,Peterson Picture Co,41.93963,-87.696225,Art Gallery
636,Logan Square,41.925221,-87.70130959999999,Spencer Rogers Fine Art,41.93709874349362,-87.68878348280333,Art Gallery
637,Logan Square,41.925221,-87.70130959999999,Definition Dance Academy,41.927748,-87.68106,Dance Studio
638,Logan Square,41.925221,-87.70130959999999,Butoh Chicago,41.91965869825451,-87.72150635719298,Dance Studio
639,Logan Square,41.925221,-87.70130959999999,Black Box Acting Studio,41.91034055134681,-87.69298428726519,Theater
640,Logan Square,41.925221,-87.70130959999999,Duet Dance Studio,41.91023822150521,-87.69019860434443,Dance Studio
641,Logan Square,41.925221,-87.70130959999999,Dance Connection,41.938272534215066,-87.68615093515328,Dance Studio
642,Humboldt Park,41.900828000000004,-87.72395909999999,Chicago Hot Glass,41.90422279443487,-87.71680582722496,Art Gallery
643,Humboldt Park,41.900828000000004,-87.72395909999999,The National Museum of Puerto Rican Arts & Culture,41.90239363739192,-87.70271506627564,Museum
644,Humboldt Park,41.900828000000004,-87.72395909999999,Segundo Ruiz Belvis Cultural Center,41.917439309076855,-87.72836437051546,Performing Arts Venue
645,Humboldt Park,41.900828000000004,-87.72395909999999,Graffiti Zone Studio,41.895703000000005,-87.719723,Public Art
646,Humboldt Park,41.900828000000004,-87.72395909999999,Kingsize Sound Labs,41.900129161370465,-87.71258808911193,Music Venue
647,Humboldt Park,41.900828000000004,-87.72395909999999,Downbeat Studio,41.899969,-87.71220799999999,Music Venue
648,Humboldt Park,41.900828000000004,-87.72395909999999,Freakeasy The Curse Of The Voodoo Doll,41.90981403793855,-87.72321891510293,Music Venue
649,Humboldt Park,41.900828000000004,-87.72395909999999,Young Camelot,41.912637,-87.720028,Music Venue
650,Humboldt Park,41.900828000000004,-87.72395909999999,Institute Of Puerto Rican Arts And Culture,41.902355245186904,-87.70345276714201,History Museum
651,Humboldt Park,41.900828000000004,-87.72395909999999,En Las Tablas Performing Arts,41.916940000000004,-87.729555,Dance Studio
652,Humboldt Park,41.900828000000004,-87.72395909999999,Classick Studios (3rd Floor),41.89595100127149,-87.70141932599334,Music Venue
653,West Town,41.901421299999996,-87.6861661,Empty Bottle,41.90035741521088,-87.68684484908749,Music Venue
654,West Town,41.901421299999996,-87.6861661,Ukrainian Institute of Modern Art,41.89598,-87.685165,Art Museum
655,West Town,41.901421299999996,-87.6861661,Vertical Gallery,41.89992082209445,-87.68700201427134,Art Gallery
656,West Town,41.901421299999996,-87.6861661,The Den Theatre,41.906027935054105,-87.6704730287971,Theater
657,West Town,41.901421299999996,-87.6861661,Ukrainian National Museum,41.89469698496259,-87.68395888513298,Art Museum
658,West Town,41.901421299999996,-87.6861661,Mazi Dance Fitness,41.91020077073994,-87.67746300422667,Dance Studio
659,West Town,41.901421299999996,-87.6861661,Flat Iron Arts Building,41.91028486728411,-87.67700368920995,Art Gallery
660,West Town,41.901421299999996,-87.6861661,Chopin Theatre,41.90335497331089,-87.66683412929645,Theater
661,West Town,41.901421299999996,-87.6861661,Collaboraction Theatre Company,41.91010571661533,-87.67692047650631,Theater
662,West Town,41.901421299999996,-87.6861661,Subterranean,41.910497407575036,-87.67796421593403,Rock Club
663,West Town,41.901421299999996,-87.6861661,Phyllis' Musical Inn,41.903358937365546,-87.6726080298397,Jazz Club
664,West Town,41.901421299999996,-87.6861661,Gorilla Tango Theatre,41.91638603285118,-87.68671046023681,Comedy Club
665,West Town,41.901421299999996,-87.6861661,identity professional Body Piercing,41.90930825716582,-87.66767424211056,Art Gallery
666,West Town,41.901421299999996,-87.6861661,The National Museum of Puerto Rican Arts & Culture,41.90239363739192,-87.70271506627564,Museum
667,West Town,41.901421299999996,-87.6861661,Davenport's,41.90702516700771,-87.6720852907268,Piano Bar
668,West Town,41.901421299999996,-87.6861661,Jackson Junge Gallery,41.90708987238782,-87.67232391936767,Art Gallery
669,West Town,41.901421299999996,-87.6861661,Fulton Street Artists Collective,41.8868834869341,-87.67692819873687,Art Gallery
670,West Town,41.901421299999996,-87.6861661,Black Box Acting,41.90606575554731,-87.67046698285392,Theater
671,West Town,41.901421299999996,-87.6861661,Chicago Truborn,41.89599499006006,-87.67134966879732,Art Gallery
672,West Town,41.901421299999996,-87.6861661,Society Art Gallery,41.88691435922699,-87.68115941759967,Art Gallery
673,West Town,41.901421299999996,-87.6861661,FreakEasy,41.89012617491903,-87.67483837316489,Music Venue
674,West Town,41.901421299999996,-87.6861661,The Nightingale,41.90167348866812,-87.66398969655941,Indie Movie Theater
675,West Town,41.901421299999996,-87.6861661,Spudnik Press,41.889077111807254,-87.67290989685195,Art Gallery
676,West Town,41.901421299999996,-87.6861661,Concord Music Hall,41.91855829824941,-87.6900371063749,Music Venue
677,West Town,41.901421299999996,-87.6861661,Johalla Projects,41.88933373393349,-87.67292423023272,Art Gallery
678,West Town,41.901421299999996,-87.6861661,Dance Spa,41.915638184442656,-87.68568948549071,Dance Studio
679,West Town,41.901421299999996,-87.6861661,Heaven Gallery,41.90969346274786,-87.67639112860878,Art Gallery
680,West Town,41.901421299999996,-87.6861661,Vittum Theater,41.90044246071224,-87.66279765979557,Movie Theater
681,West Town,41.901421299999996,-87.6861661,Cafe Teatro Batey Urbano,41.903028818766295,-87.69285914993691,Theater
682,West Town,41.901421299999996,-87.6861661,Secret Hot Girl Club HQ,41.89841944672944,-87.69172495562502,Art Gallery
683,West Town,41.901421299999996,-87.6861661,Dance Academy of Salsa,41.902698,-87.695492,Dance Studio
684,West Town,41.901421299999996,-87.6861661,Peanut Gallery,41.90082823835386,-87.69579086714639,Art Gallery
685,West Town,41.901421299999996,-87.6861661,Adventureland,41.909040181203075,-87.6869059472561,Art Gallery
686,West Town,41.901421299999996,-87.6861661,Mr. Dave Music,41.903125,-87.676121,Music Venue
687,West Town,41.901421299999996,-87.6861661,Space Oddities Chicago,41.89954030502423,-87.69679796205553,Performing Arts Venue
688,West Town,41.901421299999996,-87.6861661,914 Gallery,41.897945,-87.69704200000001,Art Gallery
689,West Town,41.901421299999996,-87.6861661,A Fairytale Ballet,41.910133,-87.684172,Dance Studio
690,West Town,41.901421299999996,-87.6861661,Wicker Park Arts Center,41.910146999999995,-87.683211,Art Gallery
691,West Town,41.901421299999996,-87.6861661,Graffiti Alley,41.89972480210899,-87.67392537026174,Art Gallery
692,West Town,41.901421299999996,-87.6861661,Duet Dance Studio,41.91023822150521,-87.69019860434443,Dance Studio
693,West Town,41.901421299999996,-87.6861661,Irish Theatre of Chicago Rehearsal Space,41.8929232384903,-87.6929505964799,Theater
694,West Town,41.901421299999996,-87.6861661,Public Works Gallery,41.90942338632993,-87.6773697982964,Art Gallery
695,West Town,41.901421299999996,-87.6861661,Robert Burchell,41.890890999999996,-87.685705,Music Venue
696,West Town,41.901421299999996,-87.6861661,Circus In The Parks - Commercial Park,41.896655133989256,-87.67344117164612,Performing Arts Venue
697,West Town,41.901421299999996,-87.6861661,Cinema Borealis,41.909608,-87.67649,Movie Theater
698,West Town,41.901421299999996,-87.6861661,1474 N Milwaukee,41.908566,-87.675023,Dance Studio
699,West Town,41.901421299999996,-87.6861661,LVL3,41.90959361953862,-87.67612615210017,Art Gallery
700,West Town,41.901421299999996,-87.6861661,AAA,41.91178500652313,-87.68024930903998,Rock Club
701,West Town,41.901421299999996,-87.6861661,Annex Nightclub,41.91056474692067,-87.67729745005865,Music Venue
702,West Town,41.901421299999996,-87.6861661,Institute Of Puerto Rican Arts And Culture,41.902355245186904,-87.70345276714201,History Museum
703,West Town,41.901421299999996,-87.6861661,Maxwell Colette Gallery,41.898185,-87.667676,Art Gallery
704,West Town,41.901421299999996,-87.6861661,Lookingglass Scene Shop,41.887908,-87.678379,Theater
705,West Town,41.901421299999996,-87.6861661,Superior St Studios,41.89488286142644,-87.69528723379129,Music Venue
706,West Town,41.901421299999996,-87.6861661,El Circo Cheapo Cabaret,41.887388,-87.678414,Theater
707,West Town,41.901421299999996,-87.6861661,Filter Space,41.88902184270272,-87.67285681963764,Art Gallery
708,West Town,41.901421299999996,-87.6861661,360see,41.916676,-87.677909,Art Gallery
709,West Town,41.901421299999996,-87.6861661,Happy Collaborationists Exhibition Space,41.905014,-87.66295699999999,Art Gallery
710,West Town,41.901421299999996,-87.6861661,Roots & Culture,41.90051,-87.662338,Art Gallery
711,West Town,41.901421299999996,-87.6861661,Red Light Studios,41.889102168887185,-87.66882676958367,Music Venue
712,Austin,41.8878759,-87.76485079999999,School of Rock Oak Park,41.88812627893394,-87.78090975214957,Rock Club
713,Austin,41.8878759,-87.76485079999999,Terra Incognito,41.894912,-87.78229,Art Gallery
714,Austin,41.8878759,-87.76485079999999,Camp Victory Disc Golf Course,41.89636054763212,-87.78466526319276,Disc Golf
715,West Garfield Park,41.880587799999994,-87.72922270000001,Graffiti Zone Studio,41.895703000000005,-87.719723,Public Art
716,East Garfield Park,41.8808657,-87.7028328,Martin Luther King Mural,41.88265147145718,-87.70120946912755,Public Art
717,East Garfield Park,41.8808657,-87.7028328,Society Art Gallery,41.88691435922699,-87.68115941759967,Art Gallery
718,East Garfield Park,41.8808657,-87.7028328,345 Art Gallery,41.887793,-87.706091,Art Gallery
719,East Garfield Park,41.8808657,-87.7028328,Art Reach,41.884136,-87.693198,Art Gallery
720,East Garfield Park,41.8808657,-87.7028328,Royal Flush Performing Arts,41.8765669,-87.68505670000002,Dance Studio
721,East Garfield Park,41.8808657,-87.7028328,ICE Theater Lawn dale,41.867705,-87.709239,Theater
722,East Garfield Park,41.8808657,-87.7028328,Irish Theatre of Chicago Rehearsal Space,41.8929232384903,-87.6929505964799,Theater
723,East Garfield Park,41.8808657,-87.7028328,I.C.E. Lawndale 10,41.867143011501874,-87.70982107840423,Movie Theater
724,East Garfield Park,41.8808657,-87.7028328,Cinemas Entertainment 10,41.86654,-87.70879,Movie Theater
725,East Garfield Park,41.8808657,-87.7028328,Classick Studios (3rd Floor),41.89595100127149,-87.70141932599334,Music Venue
726,East Garfield Park,41.8808657,-87.7028328,Robert Burchell,41.890890999999996,-87.685705,Music Venue
727,East Garfield Park,41.8808657,-87.7028328,Frankentiques,41.897262,-87.697069,Art Gallery
728,East Garfield Park,41.8808657,-87.7028328,Society,41.886892,-87.680994,Art Gallery
729,East Garfield Park,41.8808657,-87.7028328,aplomb,41.89077133586864,-87.6833717755213,Art Gallery
730,East Garfield Park,41.8808657,-87.7028328,914 Gallery,41.897945,-87.69704200000001,Art Gallery
731,East Garfield Park,41.8808657,-87.7028328,Superior St Studios,41.89488286142644,-87.69528723379129,Music Venue
732,Near West Side,41.8800656,-87.66676240000001,The Spirit by by Omri & Julie Rotblatt-Amrany (Michael Jordan Statue),41.8807130591696,-87.67306566238403,Outdoor Sculpture
733,Near West Side,41.8800656,-87.66676240000001,Stan Mikita Statue by Julie Rotblatt-Amrany,41.88118834387883,-87.67320245504378,Outdoor Sculpture
734,Near West Side,41.8800656,-87.66676240000001,Hubbard Street Dance Center,41.87744589116308,-87.65665144425684,Dance Studio
735,Near West Side,41.8800656,-87.66676240000001,Bottom Lounge,41.88517709265998,-87.66177921063439,Music Venue
736,Near West Side,41.8800656,-87.66676240000001,City Winery,41.88458636271521,-87.65719911286145,Concert Hall
737,Near West Side,41.8800656,-87.66676240000001,Ignite Glass Studios,41.88903703326923,-87.6652382176673,Art Gallery
738,Near West Side,41.8800656,-87.66676240000001,Lou Conte Dance Studio,41.87746619354571,-87.6566676852763,Dance Studio
739,Near West Side,41.8800656,-87.66676240000001,wndr museum,41.88043256429645,-87.65593780656054,Museum
740,Near West Side,41.8800656,-87.66676240000001,Scottie Pippen Statue by Julie Rotblatt-Amrany,41.88036158585043,-87.67446041107178,Outdoor Sculpture
741,Near West Side,41.8800656,-87.66676240000001,Fulton Street Artists Collective,41.8868834869341,-87.67692819873687,Art Gallery
742,Near West Side,41.8800656,-87.66676240000001,Primitive,41.88405872809111,-87.64338400028771,Art Gallery
743,Near West Side,41.8800656,-87.66676240000001,Jane Addams Hull-House Museum,41.87167254499811,-87.64723844906788,History Museum
744,Near West Side,41.8800656,-87.66676240000001,Big City Swing,41.8844839556382,-87.65280908340324,Dance Studio
745,Near West Side,41.8800656,-87.66676240000001,Luzia By Cirque Du Soleil,41.87948101061908,-87.67553751401884,Circus
746,Near West Side,41.8800656,-87.66676240000001,Society Art Gallery,41.88691435922699,-87.68115941759967,Art Gallery
747,Near West Side,41.8800656,-87.66676240000001,Spudnik Press,41.889077111807254,-87.67290989685195,Art Gallery
748,Near West Side,41.8800656,-87.66676240000001,FreakEasy,41.89012617491903,-87.67483837316489,Music Venue
749,Near West Side,41.8800656,-87.66676240000001,National Hellenic Museum,41.87684123900458,-87.6469574486249,History Museum
750,Near West Side,41.8800656,-87.66676240000001,National Italian American Sports Hall of Fame,41.86923310761323,-87.6628501117553,Museum
751,Near West Side,41.8800656,-87.66676240000001,Intuit: The Center For Intuitive And Outsider Art,41.89558835659018,-87.65454629260539,Museum
752,Near West Side,41.8800656,-87.66676240000001,Chicago Truborn,41.89599499006006,-87.67134966879732,Art Gallery
753,Near West Side,41.8800656,-87.66676240000001,Johalla Projects,41.88933373393349,-87.67292423023272,Art Gallery
754,Near West Side,41.8800656,-87.66676240000001,Mars Gallery,41.88644362651131,-87.65606727013872,Art Gallery
755,Near West Side,41.8800656,-87.66676240000001,UIC Gallery 400,41.87657457121199,-87.64971984061746,Art Gallery
756,Near West Side,41.8800656,-87.66676240000001,Latin Street Dance,41.88529997,-87.660522,Dance Studio
757,Near West Side,41.8800656,-87.66676240000001,Alhambra Palace Restaurant,41.884388926229626,-87.65835272575531,Concert Hall
758,Near West Side,41.8800656,-87.66676240000001,Provision Theater,41.86643277191784,-87.65148053099944,Theater
759,Near West Side,41.8800656,-87.66676240000001,O'Connor Casting,41.881393199453335,-87.65789920319185,Performing Arts Venue
760,Near West Side,41.8800656,-87.66676240000001,Chicago Fire TV Set,41.864680041533624,-87.65660778652219,Theater
761,Near West Side,41.8800656,-87.66676240000001,vip lounge pitchfork,41.8841544749314,-87.66405590477511,Rock Club
762,Near West Side,41.8800656,-87.66676240000001,Whitney Young Auditorium,41.87642376952345,-87.66226237494806,Theater
763,Near West Side,41.8800656,-87.66676240000001,Bobby Hull Statue by Omri Amrany,41.88122428963741,-87.67331779003143,Outdoor Sculpture
764,Near West Side,41.8800656,-87.66676240000001,"Johnny ""Red"" Kerr Statue by Julie Rotblatt-Amrany",41.8809606869382,-87.67383277416229,Outdoor Sculpture
765,Near West Side,41.8800656,-87.66676240000001,Bud Light Legends Lounge,41.88061976895142,-87.67416211613374,Concert Hall
766,Near West Side,41.8800656,-87.66676240000001,MK Films,41.885878999999996,-87.668759,Multiplex
